id	text	class_label
976	Good Application	0
977	I download twice but its show only AL HOSN nothing else	1
978	Cannot update mobile number. You have enter my old mobile number that is about 3 years ago	1
979	Wow This App is use full	0
980	This app is very important for us mostly important for sg people what ever foreigners or Singaporean	0
981	Apple has just released iOS 12.5 allowing the iPhone 6 to get COVID exposure notifications too, but your app still requires iOS 13.5 and above. And yes iPhone 6 does have Bluetooth Smart. Where’s the update?	1
982	Not working	1
983	Excellent	0
984	Great app. Great initiative!	0
985	This is PC, I could not see the full screen and input my mobile number. I m using samsung s7 latest android version. Pls look into it tkd	1
986	Stop working multiple times! What is going on with this app!	1
987	This app does not alert to not being active or requiring an update unless you actually open it...should be better than this.. Update 21 12 20 just got my 1st alert to an update being available..much better	1
988	Always force closed. I can't open this app.	1
989	After update my apk... I cant update my profile...i cant proceed to next step...	1
990	Good	0
991	Very good to have such a support fromHSE	0
992	Great For Your Health	0
993	The more people use it the better. PLEASE INSTALL THIS APP on your phone. It is privacy preserving. You may notice that It requires your phone having "location on" because it depends on some Google libraries that need it, but the app does NOT use those tracking features! As other computer scientists have mentioned, please trust us on this, this app is inoffensive. It can save lives, please install it.	0
994	Nice app	0
995	Hi I've downloaded it for the 4th time now. It keeps freezing. ITS WASTING MY DATA.	1
996	Good	0
997	Excellent	0
998	Still cannot do group check in as iPhone?	1
999	Doesn't work probably	1
1000	My phone is in English and the app got installed in English nicely. Easy to activate or deactivate (if you don't like having your bluetooth on all the time). Nothing more is required.	1
1001	this is not working\ud83d\ude15	1
1002	I can't activate the app .it says my id is expired but it is still valid?!!!!	1
1003	Does not work.	1
1004	Crashes my phone and takes up all my storage whenever I download it	1
1005	Simple app, easy to activate and could save lives. Those worried about privacy might consider all the other myriads of data their smartphone sends out without their knowledge. You effectively forfeited your privacy when you bought the phone! Here you have the chance to save lives and the data has very strict access restrictions, so unless you have something to hide then do yourself (and others) a favour and download the app.	0
1006	i will fly to india, but i can't submit it by cn mobile number(i can't change "+91" to "+86", android ), what can i do?	1
1007	Kept saying invalid phone number !!! VERY Frustrating ! Got through eventually after a few days. Difficult to get and enter PIN with only 4.50 mins.	1
1008	We are safe Good idea	0
1009	For last 2 days i was getting 403 Forbidden error. Then i uninstalled app and reinstalled but not able to register my number post this.	1
1010	the App is taking over the phone, then keeps on switching on both bluetooth and gprs if switched off its draining our mobile phones charge its ever on and it cant work if not given permission to access gallery and phone contacts of which am not of the idea i need privacy no being monitered all the time..... another thing who needs all that radiation by tha way from phone waves, bluetooth waves, gprs i dont want to die cause of cancer as i protect my self frm Corona virus	1
1011	Very good	0
1012	You're basically forcing us to give up our privacy and data just to track us. This is not right. Can't even register because of its buggy.	1
1013	Want to have this app but it interferes with Bluetooth devises like headphones and speakers, causing them to glich regularly while trying to listen to things.	1
1014	I can't even download! Poor	1
1015	Unable to login.	1
1016	Good	0
1017	Good	0
1018	Can't get pin even after trying all methods they suggest in the FAQ to troubleshoot	1
1019	5 star	0
1020	Battery issue solved.	0
1021	Good app	0
1022	Well done....try to push it	0
1023	Thanks for developing it - considering what kind of private / sensitive information (a multiple of what is disclosed / collected here) each of us agrees to provide to Apple, Google, WhatsApp & co when using their software - I don’t understand why some people are concerned \n\nYep - everyone should install it!	0
1024	Awesome app, stopped me getting dead	0
1025	Baterry consumption	1
1026	I like this one	0
1027	Bekaar	1
1028	Good	0
1029	I think the app should send us a notification to check-in. I could not find this option anywhere in the app	1
1030	Insane wakelock is preventing the phone from entering deep sleep, not so healthy for battery life. Please fix it, otherwise this app is just a battery killer.	1
1031	Very nice	0
1032	Not nice	1
1033	Better	0
1034	Hacking software	1
1035	It's draining my battery	1
1036	You're list is missing six of the counties on this island.	0
1037	Good	0
1038	the app is not working anymore since the last version update a couple of days ago...will anyone fix it ???	1
1039	Good	0
1040	Phone burning up since I updated Google play services a little while ago 11/08/20 will be deleting this app until this is properly fixed.	1
1041	The checksum for NRIC is not working. Unable to even add my NRIC for registration.	1
1042	very good \ud83d\udc4d this application	0
1043	Keep receiving invalid code though I have keyed in the correct code	1
1044	Great initiative. Thanks \ud83d\ude0a	0
1045	Not up to date by County Always few days behind. Useless unless everyone uses it.	1
1046	Highly good and effective App	0
1047	Very nice app ðŸ‘Œ	0
1048	Great App! i recommend this to everyone. you can easily report your health condition .	0
1049	Ok good	0
1050	I don't mind if it runs in the background, just let me hide the persistent notification. I don't need it to tell me it's running, I've already accepted the terms and agree to all the permissions.	1
1051	Nice	0
1052	Easy and straightforward to setup. Very clear about what it does and how it uses data.	0
1053	Good	0
1054	Hi, I wish to use this but unfortunately no support for p40 Pro.	1
1055	This app is really easy and fast and doesn't have too much of an impact on your battery life	0
1056	Hi, I can't update my profile details when Im trying to input my FIN particulars. I have already tried to uninstall and reinstalled the app, but the issue still the same.	1
1057	It's not reliable. It always says 0 confirmed cases when in fact there's a total of 17 confirmed cases in our barangay and out of the 17 there is 5 confirmed near my place. This data came from the local govt report.	1
1058	Good App.	0
1059	Better	0
1060	Good	0
1061	good	0
1062	Thanks for the reply. I did the right process but app said my nric need verification....haha.	1
1063	It's ok now. After the latest update, app expected you to register with NRIC details but keep telling me that the details are wrong when they are correct.	1
1064	Very good app	0
1065	Not respond	1
1066	Very good	0
1067	Good ??	0
1068	Why i cant download :((	1
1069	After I have download, I try input my phone number but the OTP was not send to me. I cannot setup. Please help.	1
1070	it's not working. I installed yesterday 6/6 and today 6/7 when I go out side. All it is taking update. Needs lot's of improvement.	1
1071	So far, I'm not facing any issues with transferring with Bluetooth or with my wireless earpiece as some of the users here. It's all good. Really good initiative to run this. I hope more people will adopt. I hear people saying that the gov might use our info....but we are already giving big companies like Facebook, Instagram and etc our data willingly. Talk about irony.	0
1072	Buggy. Fix it. Big time.	1
1073	Good and useful	0
1074	its not working camera some times	1
1075	Very Good And Useful\ud83d\ude03\ud83d\ude04\ud83d\ude00\ud83d\ude01\ud83d\ude02	0
1076	Keeps telling me I have an invalid number	1
1077	Initially worked ok but hasn't worked for a few months now. Back working again.	1
1078	This app can't download on my phone and I don't know why. I have more than enough space..	1
1079	Thank you so much for the update, today I register my self using Visa number within 1 min... thanks a lot.	0
1080	Can you make the Bluetooth not compulsory? I just want to use this for safe entry check in and out	1
1081	App works fine, but number 1 rule is to not rely on the user to input data. This needs to be adjusted to use the Apple / google API specifically created for privacy focused contact tracking.	1
1082	I tried to complete. But it says a invalid mobile number and didn't let me go further. It works now.	1
1083	Excellent service.	0
1084	This application is not working properly. Results showing is not updated.	1
1085	good app	0
1086	Good	0
1087	Very nice	0
1088	Good app	0
1089	Good application	0
1090	Unable to setup	1
1091	Please allow users to view all checked-in locations, and select which to check out. Instead of only allowing us to view last check in.. show all current check ins on the notification drop down. Please follow SAVEntry app as the best available app for Safe Entry purposes. If TraceTogether is going to be the compulsory app to use, then please make it better!	0
1092	Worthless! It was meant to be great but Alas!	1
1093	I've tried to look for My Profile "Edit Profile" button but there is nothing I can do to change my details, which have mistakenly selected.. (fat fingers). Please help...what can I do to change my details?	1
1094	Battery drain	1
1095	Not working	1
1096	Decent app that works fine! Strongly recommend all to download so we can all contribute to the whole contact tracing process!!! :)	0
1097	After doing a check in. Unable to do a check out in the later part. Use to be able to find the check out but now no longer	1
1098	Love sg	0
1099	Easy to use and will help SG remain Covid free	0
1100	12.5G of mobile data gone in three hours. Not happy Jan!.	1
1101	Good app	1
1102	easy to use, hope this method of contract tracing means a swifter end to covid in canada	0
1103	Not showing result	1
1104	Very good	0
1105	Good	0
1106	Good	0
1107	I don't get the otp when i register	1
1108	Uninstalled! When I installed the App I started to get audio glitches and freezes when using my Bluetooth headphones. Updated all music Apps, cleared App caches, reset and updated headphones but still getting glitches a couple of times each song. Very annoying. Uninstalled the App and now everything is working perfectly! The Contact Tracing element of the App is obviously interfering with the Bluetooth signal to the headphones when it searches for nearby devices. When a fix for this is announced I will try the App again, until then my music takes priority. Phone:- Huawei P30 Lite, Headphones:- Sony WH-CH700N	1
1109	It keeps me safe	0
1110	It will not accept my pin number	1
1111	Power saving mode is being turned on all the time in spite of being turned off	1
1112	Not good at all.. drains battery too fast.. Errors every other day when I open the app.. uninstalled and reinstalled many times and activated but still same.. every second day it crashes.. at the moment doesn't even load when I open it.. just a blank screen.. Don't know what to do.. I left trying..	1
1113	Wasting my phone battery...useless App.	1
1114	Good job	0
1115	I never got any alerts from this application even though I had covid affected neighbours. The worst thing is that I got COVID-19 infection and the application shows that Im safe. I guess this application is just for data collection and there is no other motive of this application.	1
1116	Easy to setup and use. Does exactly what is needed while protecting privacy. Good work	0
1117	Super	0
1118	Waste of time	1
1119	Very helpfull app	0
1120	Very helpful	0
1121	Very good app	0
1122	Good	0
1123	Very bad game, I thaught this is gonna be like plague Inc but its not	1
1124	Not updated for further improvement..radius alert is totally worong...	1
1125	Good	0
1126	They're lying about the download numbers. The app also asks for access to gps, despite the government stating specifically that the app would not require this and that tracking information would not be required or stored. Blatant lies absolutely incredible.	1
1127	Good	0
1128	Worst	1
1129	I do not understand how having access to my gallery would protect me against Covid19, until you don't fix this 1 star from me only!	1
1130	not accurate	1
1131	awesome	0
1132	A must have until the pandemic is over. It allows efficient tracking of exposure to covid 19 while respecting your privacy.	0
1133	Can you please include the northern counties? Daft that I only live a few miles from the border and yet where I live apparently doesn't exist. A political border will have no impact on coronavirus spreading.	1
1134	Very helpful.	0
1135	most expensive app, it should not be free to use ????	0
1136	Excellent public service app.	0
1137	Really affecting battery lately, never used to	1
1138	Battery draining. I can't go an hour without needing to change my phone	1
1139	Not working	1
1140	Not working.. I am. Next to singpost center... No notification what so ever. Until I read the papers today	1
1141	Keeps showing my mobile number not valid, so I can't progress any further	1
1142	I could not even register with correct information	1
1143	Bakwas	0
1144	Good	0
1145	Not able to download the app at all!	1
1146	Unfortunately, I've had to uninstall this app because of the battery draining issue. I am ready and waiting to re-install it as soon as they fix this issue.	1
1147	Thanks a lot. This is indeed a very good platform to find the updated and reliable infirmation. Would also appreciate if myth busters are also included so that citizens and residents can use this platform as a single point for clarification and referring false or fake newz.	0
1148	It's Very helpful for every one	0
1149	Like	0
1150	Nothing to be mentioned	1
1151	The app doesn't show the test results and ask me to login with a strange number.	0
1152	This current update didn't include the group check in which the app for iPhone has it.	1
1153	Don't even bother	1
1154	Very slow app and battery consumption.	1
1155	Good initiative. But affecting bluetooth ear buds for music quite badly.	1
1156	Didn't seem to work the second time I needed testing	1
1157	We need this app to work. I've found it affects my Bluetooth streaming and my battery life. At least don't send us pointless copy and pasted FAQs.	1
1158	Not working	1
1159	Wow	0
1160	Drains battery, phone dies within 3 hours of unplugged but can see its benefits	1
1161	people who hate the government are saying this is a good idea, you have an independent code review who decompiled the app and said it is safe, and you have a chance to make your life, and those around you safer, you have to put aside your fears. If ur worried about data loss, do some research about what the app does. It captures contact with someone else's Bluetooth signal and logs it. Location perms only because in Android, access to Bluetooth is tied into the same permission as location req.	0
1162	Phone overheating, battery gone from 100% to 0 in less than 3 hours. Worked perfectly well beforehand.	1
1163	Well-done	0
1164	I like the qr scanner. It is very fast and accurate. And also the check out/ check in icon that helped me to remember to check out before checking in. But why is it that i cannot download the latest version, 2.4 that allows multiple check in?	1
1165	Make an update for locked areas. Radius alert still required update because in my area there are 200+ cases but according to this app i am in safe zone. How's that possible?	1
1166	Good app, it’s very convenient.	0
1167	Best app	0
1168	Worst app ..... This app violates our privacy...	1
1169	Good idea. Pity it's not up to date on current cases and it certainly would be better if locations and clusters were shown . That's why it's only 1 star.	0
1170	When I keyed in my NRIC, it couldnt register it.i waited for the next day to try again, and the same thing happened. It's rather frustrating	1
1171	The app has been great, and I'm glad to have it, but since Friday 10th August it has been draining battery life, so I have had to knock the Bluetooth off.	1
1172	Drop down menu not working	1
1173	Installed on Xiaomi Poco X3. Causes my Bluetooth to automatically toggle off&on every 5-10 minutes, which will interrupt the connection to devices.	1
1174	App is easy to use. Is there a way to edit new phone number?	0
1175	It crashes with the new update Also nearby option stopped showing nearby cases since last update	1
1176	Very easy to navigate , this app asks for very little personal info , it is less intrusive than an app download from Google or most social media sites , if this helps keep my self my family and others safe I am more than happy to use it .	0
1177	Good Work done by BD Govt. Thanks ICT Division	0
1178	Battery draining	1
1179	need more development to add many distination . and there is wrong calculation for time	1
1180	Good help this app	0
1181	Very good	0
1182	Always wants to set permissions when I've already set them.	1
1183	This application is really helpful by addressing the challenge of manual contract Tracing. Kudos to the developers!	0
1184	I opened the app and said that I am good no symptoms and left it for a few days and it seems that app was not running since the 4th of August until the 6th when I reopened it, so when I was out on the 5th I could have been in contact with someone (e.g. someone who coughed in KFC). (1. Logs to see when the app last sent data.) (2. New cases in each county per 24 hours) (3. No Storage Permissions required for logging IDs Hi-CPU usage) (4. Weekly notifications something new, needs to be adjusted).	1
1185	Waste of time & effort. It would be easier asking me to ride a camel whilst doing a handstand than perform the tricks needed to confirm ID. Despite it saying opening camera/camcorder, it opens files. If you record the video to then upload, the app restarts and selects 4 new numbers and so it starts again and again and again	1
1186	I trust this App and dnt care what others says..	0
1187	Great initiative. Keep it up.	0
1188	Good idea but it has led to my phone overheating and battery draining very quickly... Which makes it impractical	1
1189	Easy to install	0
1190	This app is taking more Battery and heating phone. Please rectify it. And only ID workers can register other visa workers like Business and visit visa cannot register. Then what is the point for this app. Only ID people will spread the corona	1
1191	Nice ðŸ‘Œ	0
1192	After updating the new version,i cant seem to register my data.its says verification failed when all my particulars are true.can you guys rectify this? thanks	1
1193	Always fail to send OTP. If only I could give less than a star.	1
1194	Not working on Huawei Mate 30	1
1195	Update 17Jun. This app still stops/crashes with no warnings. Hardly worth using it if it stops running when out. Reduced to 1star. My First Review from April: This app is easily closed without any warnings. Make it so it runs always in the background to provide the tracking coverage specified. Thanks.	1
1196	Not sure whose error is this but I cant receive the OTP despite numerous try.	1
1197	Can't even open the app on a galaxy a5 (2017) really bad expireince i expect a bit of more fixes that i can even run the app	1
1198	Good idea, but it would be even better if allow registration from all countries?	0
1199	All good so far. Hopefully nobody is watching me pick my nose.	0
1200	Really? Since you come up with these app there's problem always how are you developers not finding solution to this problem YOU ARE ONE LOUSY DEVELOPER OF THIS APPLICATION	1
1201	The app take Time to down loaded	1
1202	Good	0
1203	Osm app	0
1204	good	0
1205	error registering. why? my number ok my qid ok expiry date ok still error	1
1206	I can not download. .please help. I am using Samsung device	1
1207	Nice	0
1208	Very essential apps for this circumstances.	0
1209	good	0
1210	New version seems to drain the battery extensively	1
1211	Good	0
1212	The app keep on saying there is a network issue even though I totally have Internet connection. Please fix this problem ASAP	1
1213	Good job Qatar	0
1214	Uninstalled the app for now. It was causing Google play services to run out of control, draining battery and heating the phone. Will be happy to reinstall once you can confirm the issues are resolved.	1
1215	Safe	0
1216	Downloaded but no app appears	1
1217	Stating my NRIC and name are invalid though I copied everything exactly as per the IC issued by gvmt	1
1218	Can't download.still trying.still trying after so many days trying.??????	1
1219	Ok	0
1220	Good	0
1221	Good app	0
1222	I download the app on my phone and it won't accept my phone number I always do it rite but still no luck \ud83d\ude14 what can I do to get this app go accept my phone It should work with the Reno 10 mobile phone so why I'm having troubles	1
1223	The best think	0
1224	I thinks its work, but i hate they give me a notification for every minutes.. smh	1
1225	I received my result from text message but when I logged into al hosn app it's said there is no test result is available!!	1
1226	I am a healthcare worker who stays out of my accomodation for more than 12 hours a day.The app doesnt allow to add exemptions which might give a wrong alert.	1
1227	Useless app	1
1228	It helps.	0
1229	It's okay	0
1230	Drains out battery extremely fast & affect the bluetooth connectivity of other devices, cannot even detect other bluetooth devices at times. Not sure if app works for contact tracing, since it cannot even detect other bluetooth devices at times. However the updated improved version is really significantly better. Kudos to the team hard at work!	1
1231	I really want to keep the COVID safe app on my phone but it's draining my battery so quickly now I have to keep my phone on charge all day. Not viable to keep the app on if I am going to be out all day - which is essentially when I need the app working....	1
1232	Causes bluetooth to turn off and on intermittently when in crowded areas. Making the app unusable if I want to listen to my bluetooth headphones. Same experience with a number of bluetooth headsets.	1
1233	I can't verify my account by entering mobile phone I use.	1
1234	Multiple issues: GPL without source code, open unconnected BT, battery drain, many users report the need to turn off WiFi to register phone number.	1
1235	Suggest to allow app to support older version of andriod if possible. Have a fully functional phone of 4 plus years and hoping not to change it just so I could use the QR code function.	1
1236	Bogus app	1
1237	I can check if the any person around me has cornoa various	0
1238	Hey I liked the app but I think 15 minutes of exposure is too long! As infected person could be coughing/sneezing next to you and then walk away and they won’t be detected as exposure. It only takes less than 1 minute to infect someone!	1
1239	I was told this app would help me buy drugs and so far all I have found is undercover cross-dressing midgets and some really weird animal porn which has since caused me nightmares. Good app for those who like to be watched but not really ideal for those who have serious kinks/fetishes.	1
1240	Nice app	0
1241	Worst	1
1242	The app can not be opened	1
1243	Good	0
1244	Nice	0
1245	Have not have any issue with the application, New features are innovative and really helpful. Keep going #sgunited	0
1246	I realised it takes a lot of RAM. It slowed my device down substantially.	1
1247	Crashes on startup, previous version was working ok	0
1248	Nice app	0
1249	Not working . It shown your number is not registered	1
1250	It's not working	1
1251	Great job	0
1252	Battery killer	1
1253	Draining the battery	1
1254	On 4 Of May I have Received my Corona test results was Good from Auburn Hospital	1
1255	Good App	0
1256	I am not able to register in the app. Kindly do needful.	1
1257	The app has a nice look and feel, unfortunately it doesn't work and it seems useless, I am in self isolation since one week because a friend tested positive, but still no notification from the app...	1
1258	Nice	0
1259	Nice aap	0
1260	Satisfaction...	0
1261	Cant load wont accept phone number. Reloaded, switched off Wi-Fi still nothing.	1
1262	Really good	0
1263	Why does the app need access to my media and photos? Won't function unless all permissions are given	1
1264	After the latest update (2.0.15), there seems to be something wrong with the number of 'exchanges' with other trace together users. Previously, even visiting downstairs to the supermarket would show something like 25 exchanges. Today, I went to home team NS adventure centre for my swab test, even after returning my app says 0 exchanges. The app status says it's working fine in the notification box. I've also got Bluetooth turned on by default. Something is wrong.	1
1265	Pointless if you don't have a turkish number or don't speak turkish as 99.9% of tourists.	1
1266	Not showing result	1
1267	i tried many times to register but no msg sent to my mobile number!	1
1268	There should have explanation in the update of the following: The color of the logo has changed from blue to red. It requires more information such as NRIC. Name, etc. I am not comfortable to provide the additional info without clear reason, which was not required in the first version.	1
1269	Good	0
1270	Require update recently did the screening test but still not yet appearing in the app ... Kindly link with DHA as well	1
1271	It works as intended. Without collecting and storing unnecessary data	0
1272	Useless app, fake can't detect while I am staying with my fellow roommate who is positive.	1
1273	Had to turn off exposure notifications as the app was draining phone battery. Using iPhone 8, iOS 14. Will have to resort to turning them on and off as needed until fix.	1
1274	Very easy to use and good efficiency	0
1275	Thought it would show areas that have cases etc so public can stay away waste of time plus constant GPS and Bluetooth pinging id rather my battery then this the website has more info	1
1276	Once you activate the Bluetooth required for this app it then stops all other devices that use BT from functioning correctly! As the government won't be paying my fine for driving and talking on my phone I have no choice to get rid of this app til you can fix the bugs!	1
1277	I have been trying to register, all informations that i input are correct my bluetooth is open, location service is open, but keeps receiving "error requesting OTP" then when i received the OTP error said "error registering. I had exceeded the the number of activation. Now the app says that I have to call 109, I called and I waited about more than 4day and nobody answered me.	1
1278	Good	0
1279	Until yesterday my app is working .but today i try to open it display big ? Mark. i try to uninstalled and installed again but problem same. Then i call 109 waiting more than 10 minutes to answer. After my complain i received complain no and they told me some one will contact me. But until now didnt solve my problem. Because of this problem cannot go any place.	1
1280	App doesnt work. Keeps showing its loading & draining the battery. Tried several times & got the same result.	1
1281	Bad	1
1282	Amazing	0
1283	Good	0
1284	Best	0
1285	ok.good	0
1286	Mashallah very nice	0
1287	Reboot your phone if you can't register your number	1
1288	No support for lower android versions	1
1289	I kept on getting the wrong OTP but managed to proceed further. Name,Fin no and card serial number entered correctly but not able to proceed to next page..pls assist	1
1290	Good some times	0
1291	Dead easy to set up. Done in seconds.	0
1292	So far so good. BUT, would be good to include a notification log. Plenty of users have reported notifications which can be missed and create stress and anxiety. I know that if it is a close contact the warning should be in red everything you open the app. Still the log would give reassurance. Pls consider. Phones handle messages differently. So haveing a record in the app is essential.	0
1293	too bad app	1
1294	Easy to use, let's all get on board so we can get back to a normal society	0
1295	Good app	0
1296	Why this ap is not working..??	1
1297	I am having trouble putting my mobile number..doesn't seem to like it. Any suggestions?	1
1298	Excellent	0
1299	The idea is great, but still drains the battery even after reinstalling it after recent update.	1
1300	Continues to say invalid phone phone number	1
1301	Wow	0
1302	NYC ap	0
1303	Good	0
1304	Terrible application. Even the windows does not take much of a time to get configured. All the time just something went wrong.	1
1305	Needs an off-timer. So I can switch it off for a period of when I am at home. Then it could automatically switch itself on. Bluetooth interference is improved but still frustrating.	1
1306	Good	0
1307	It's not working, not allowing the user to sign up or in !!	1
1308	Done	0
1309	So far so good. I will get tested in due time and will upload my result to the app, so that it can do it's job by upping the game on contact tracing.	0
1310	Great help to the community.	0
1311	Worst usage	1
1312	Just works.	0
1313	Didn't have any issues setting this up. It has a minimal interface with minimal function, storing your number in case of need. It uses bluetooth but battery usage seems ok for now.	0
1314	Makes life more relaxed knowing your being looked after	0
1315	App is working fine. Very good app	0
1316	Can i turn off blue tooth and turn on for blue tooth headset	1
1317	Good app i like it and very easy	0
1318	Nice app	0
1319	Good	0
1320	Good,	0
1321	Doesn't run in the background. Absolutely pointless and doesn't work	1
1322	Please help. i am travelling to Singapore from Vietnam in a few days times and i am not able to receive OTP for this trace together app to be installed. I register \u00faing my VN mobile numbet. Kindly provide an email AND contact number that I can reach the appropriate Singapore Government entity.	1
1323	Downloaded. Tried to register. Got as far as entering my phone number to send a code. Apparently I don't know my own phone number ('number invalid'). I can't be bothered despite all of the hype. Such a good idea wasted.	1
1324	Verification code Kabul etmiyor.... çözer misiniz bu hata.	1
1325	It is not accepting international phone numbers. It says invalid phone number. If you aren't accepting international phone number, why did you add country code selection?	1
1326	A great app	0
1327	There should be an option to add test results manually. I had to take a test, but my doctor didn't want to register my code since "this is only for in the triage centers". Quite useless to use the app if test results can't be reported.	1
1328	My mobile intalltime app logo red colour coming one week later i uptade ne version app logo change black colour why what happend	1
1329	No option to turn off app when not in use. Huge battery drain. Who would have bluetooth enabled always? Regardless of your internal testing and statistics, basing your data on the consumption % displayed on a Samsung phone is not the correct way. It is a known fact that the battery consumption is not accurate and you did not consider the consumption by bluetooth radio in your faq.	1
1330	Can save you so is worth a try	0
1331	There is no edit facility to enable a change in recorded information why?????	1
1332	This app is causing too many problems with Bluetooth devices.. Ever since I installed the app, my car can't connect automatically so I have to manually do it every time. The same goes for my Fitbit...	1
1333	it keeps saying temporarily unavailable so I cannot sign up	1
1334	Works as intended.	0
1335	Awsome	0
1336	Ye aap kis liye hai modi g	0
1337	Good	0
1338	The Battery is running out like anything after installing this app.	1
1339	I am a covid vaccine volunteer and even after PCR I don't have the Volunteer status... And everytime I call the help line they answer but after hello they hangup on me very unprofessional they need to hire professional staff... Horrible experience after being on hold for 20 minutes they hangup this is frustrating	1
1340	Useless	1
1341	Shows test results well but I haven't seen any link to tracing.	0
1342	No good so far, Keeps saying my phone number is invalid	1
1343	This not working	1
1344	The apps prompted me that my nric details verification failed, thus unable to proceed. Am i unable to use the apps if collected the token?	1
1345	Clean and neat as it should be	0
1346	Excellent	0
1347	Make this application mandatory for those useing Air transport.	1
1348	It's not the app that's causing the battery drain. It was an android update. This is fixed now	1
1349	Post recent update this app has stopped working. I tried input my details but all times it shows error " service not available". Very disappointing. Govt makes it mandatory but app itself is not good.	1
1350	Excellent	0
1351	This app posted to my Facebook page without my permission.	1
1352	Thank goodness we don't have the issues of iPhones.	0
1353	Simple and effective! Nice cleanly designed app. Great job	0
1354	My Bluetooth earpiece keeps having music being cut off ever since I updated to the latest version. What happened. It was working fine for a long while	1
1355	This app is useless. This is a fake app. It doesn't detects corona affected people.	1
1356	Good system.	0
1357	Bakwas	1
1358	So need	0
1359	The app started draining my phone's battery.	1
1360	Normal	0
1361	Thank you covid 19	0
1362	So, i installed this gov app Turns out i'm in the red zone But that's it.. Now what? The app just give me information about that and 3 pieces of advice to stay 1m away etc.. - no detailed map (which area is also red zone other than my current location-- so i can avoid it) - no advice to stay at home during ramadhan - no information service for urgent matters (i know there is call center but why dont they give FAQ in the app) - if i'm in the red zone what i've to do?	0
1363	Very good app for covid 19 too detect the area	0
1364	Recent update was the worse. I have been using this since launch and had no issue until recent update. The app cannot detect nearby users with bluetooth, and is a battery monster. Have uninstall already.	1
1365	Best solution of covid social security.	0
1366	Downloaded app a few weeks ago due to work requirement. All was ok though app uses battery ALOt. 2 day ago the app got updated, since then im not able to validate my personal details.. I hv tried uninstall and reinstalled app but it still doesn't work. Pls advise Update on 5.6.2020 : Keyed in NRIC date of issue. Not resolved Update 6.6.2020 : Issue resolved. Thank you for your assistance. Stay safe!	1
1367	After I install the app I cannot open the app when I open it closes on itself please help I cannot go out without this. Please help	1
1368	Still illogical to keep this app in phone just for formality by our govt.	1
1369	Sometimes app crush or hang byself	1
1370	Is it possible to make it available on HUAWEI App Gallery too? Using P40 Pro.	1
1371	Good our health carer	0
1372	Good	0
1373	I feel this app should give you a date or date range of your possible exposure, while I appreciate the need for privacy, a date would give you more information on who that you have seen could possibly also be at risk and need to take precautions. You should be able to utilize some of the data you provide. Right now it is a bit vague and makes it challenging to understand your own risk levels.	0
1374	\ud83d\udc4d\ud83d\udc4d\ud83d\udc4d\ud83d\udc4d\ud83d\udc4d	1
1375	The worst. It is not useful. It is nothing and a waste of time	1
1376	Grand	0
1377	Right after I completed an update it seems to affect the app unable to function. It just pops up then I get back to my homescreen.	1
1378	To much notification	0
1379	So helpful	0
1380	Can't even register... So the app doesn't qualify for a rating...	1
1381	Good app for covid protection.	0
1382	Thats great app by this panic time.you can see corona virus dote.	0
1383	App not working	1
1384	I reinstalled tracetogether after I uninstalled it, but my data was gone. Is there a way to get the data back on the app? There was also 0 bluetooth exchanges although I went out.	1
1385	Very very good	0
1386	Great app. Still Corona free.	0
1387	I like this app coz is useful	0
1388	Good	0
1389	LAME	1
1390	System have error with nric when my nric are correct	1
1391	Positive	0
1392	Good	0
1393	The apps make my listening to music unpleasure as the song keep skipping. After i force stop the apps and listen to music, the songs play fine.	1
1394	So far so good. Challenge is to get most people to download and use the app	0
1395	Does not work	1
1396	Very good app. Allows you to see your recent contacts with other ppl and even shows their status, whether they are at high, low risk,etc. It is a really helpful app.	0
1397	This app sucks my battery life. Need to keep manually disabling it when it's not required. Good thing there's the token.	1
1398	Poor battery \ud83d\ude14 Poor phone \ud83d\udcf1 Such is sweet misery \ud83d\ude1d For an app phone \ud83c\udf5f	1
1399	Nice	0
1400	Why does it say that my number is invalid? Edit: Everything works well after the update, as promised. Great to see the fast response! Really proud to be in Singapore!	1
1401	Best app	0
1402	Pointless. The idea of the app was to help to automate contact tracing (anyone who has been near the user for a duration over the past 21 days). Government health officials have disclosed that of 6.5 million downloads, there have been exactly zero people it has traced using the app from those who have contracted Covid-19.. So, not sure if it does anything beneficial.	1
1403	Keep getting \u201cThere seems to be an Internet issue". Unable to complete installation	1
1404	I was using it mainly for the radius alerts. I think you're overriding the previous state of the pins with every new update. Which makes it slightly problematic considering that's the one feature that made this application really useful.	1
1405	Did not send me an otp after so many tries. Redownload also won't work.	1
1406	Good	0
1407	Good for awareness	0
1408	Battery consumption has gone through the roof.. whats the use of the app if my phone runs out of battery...	1
1409	Doesn’t exactly help when most provinces cannot get a one time key. fix this please if we want cases to go down	1
1410	Great idea. Be safe.	0
1411	Good	0
1412	Very poor experience \u2639\ufe0f	1
1413	Good	0
1414	Why Vivo can't download this app?	1
1415	good	0
1416	Good, everyone get it.	0
1417	Works very well	0
1418	thank you	0
1419	This not give a appropiate information	1
1420	Horrendous battery drain.	1
1421	Slowly working	1
1422	This is good	0
1423	I wish I could put no stars at all. The app wouldn't even allow me to put in my personal details in. The app is also very buggy.	1
1424	Excellent and essential	0
